өрнөк;зат атооч;атооч жөндөмөдө;жекелик сан;3-жак;
өрт;зат атооч;атооч жөндөмөдө;жекелик сан;3-жак;
өрүк;зат атооч;атооч жөндөмөдө;жекелик сан;3-жак;
өрөөн;зат атооч;атооч жөндөмөдө;жекелик сан;3-жак;
өсүмдүк;зат атооч;атооч жөндөмөдө;жекелик сан;3-жак;
өт;зат атооч;атооч жөндөмөдө;жекелик сан;3-жак;
өткөн;зат атооч;атооч жөндөмөдө;жекелик сан;3-жак;
өткөн жылы;зат атооч;атооч жөндөмөдө;жекелик сан;3-жак;
өтүк;зат атооч;атооч жөндөмөдө;жекелик сан;3-жак;
өч;зат атооч;атооч жөндөмөдө;жекелик сан;3-жак;
өң;зат атооч;атооч жөндөмөдө;жекелик сан;3-жак;
кудай;зат атооч;атооч жөндөмөдө;жекелик сан;3-жак;
ëлкадай;сын атооч;;;;
аардуу;сын атооч;;;;
аарчылуу;сын атооч;;;;
абажурдуу;сын атооч;;;;
абажурлуу;сын атооч;;;;
абжалуу;сын атооч;;;;
абройлуу;сын атооч;;;;
абысындуу;сын атооч;;;;
авансталуу;сын атооч;;;;
автоматташтырылуу;сын атооч;;;;
автономиялуу;сын атооч;;;;
автордоштурулуу;сын атооч;;;;
автотермелүү;сын атооч;;;;
агайындуу;сын атооч;;;;
агартылуу;сын атооч;;;;
агатай;сын атооч;;;;
агрессивдүү;сын атооч;;;;
агрессиялуу;сын атооч;;;;
агызылуу;сын атооч;;;;
агылгалуу;сын атооч;;;;
агылуу;сын атооч;;;;
агытылуу;сын атооч;;;;
адалдуу;сын атооч;;;;
адаттагыдай;сын атооч;;;;
адистештирилүү;сын атооч;;;;
адраңдуу;сын атооч;;;;
адрестлүү;сын атооч;;;;
адуу;сын атооч;;;;
ажыралуу;сын атооч;;;;
ажыратылуу;сын атооч;;;;
азайтылуу;сын атооч;;;;
азалуу;сын атооч;;;;
азгантай;сын атооч;;;;
азгырмалуу;сын атооч;;;;
азгырылмалуу;сын атооч;;;;
азгырылуу;сын атооч;;;;
аздектелүү;сын атооч;;;;
азилдүү;сын атооч;;;;
айбардуу;сын атооч;;;;
айдакталуу;сын атооч;;;;
айдалуу;сын атооч;;;;
айдарымдуу;сын атооч;;;;
айдыӊдуу;сын атооч;;;;
айкындалуу;сын атооч;;;;
айкындуу;сын атооч;;;;
айлампалуу;сын атооч;;;;
айлантылуу;сын атооч;;;;
айнектелүү;сын атооч;;;;
айнымалуу;сын атооч;;;;
айрылуу;сын атооч;;;;
айтымдуу;сын атооч;;;;
айыпталуу;сын атооч;;;;
айырбашталуу;сын атооч;;;;
айырмалуу;сын атооч;;;;
акактай;сын атооч;;;;
акакталуу;сын атооч;;;;
актай;сын атооч;;;;
акталуу;сын атооч;;;;
активдүү;сын атооч;;;;
активдүү;сын атооч;;;;
актуалдуу;сын атооч;;;;
акыйкатталуу;сын атооч;;;;
акылмандуу;сын атооч;;;;
акылуу;сын атооч;;;;
аладуу;сын атооч;;;;
алакандалуу;сын атооч;;;;
аласалуу;сын атооч;;;;
аласталуу;сын атооч;;;;
албан-субандай;сын атооч;;;;
албардуу;сын атооч;;;;
алдей-алдей;сын атооч;;;;
аллеялуу;сын атооч;;;;
алмашылуу;сын атооч;;;;
алмончоктой;сын атооч;;;;
алчалуу;сын атооч;;;;
алымдуу;сын атооч;;;;
альтернативдүү;сын атооч;;;;
анардай;сын атооч;;;;
аномалдуу;сын атооч;;;;
анонимдүү;сын атооч;;;;
антеналуу;сын атооч;;;;
аныкталуу;сын атооч;;;;
апалуу;сын атооч;;;;
апатай;сын атооч;;;;
апкелүү;сын атооч;;;;
апчылуу;сын атооч;;;;
апыртмалуу;сын атооч;;;;
аралдуу;сын атооч;;;;
арбалуу;сын атооч;;;;
арзандатылуу;сын атооч;;;;
аркандалуу;сын атооч;;;;
аркандалуу;сын атооч;;;;
аркылуу;сын атооч;;;;
арналуу;сын атооч;;;;
арпалуу;сын атооч;;;;
арсардуу;сын атооч;;;;
артылуу;сын атооч;;;;
артылуу;сын атооч;;;;
арчалуу;сын атооч;;;;
арылуу;сын атооч;;;;
арымдуу;сын атооч;;;;
асемделүү;сын атооч;;;;
асемдүү;сын атооч;;;;
аскалуу;сын атооч;;;;
аскиялуу;сын атооч;;;;
асмалуу;сын атооч;;;;
аспандуу;сын атооч;;;;
астарлуу;сын атооч;;;;
асфальтталуу;сын атооч;;;;
асыралуу;сын атооч;;;;
ата-баладай;сын атооч;;;;
атантай;сын атооч;;;;
аткарылуу;сын атооч;;;;
атылуу;сын атооч;;;;
ачалуу;сын атооч;;;;
ашаткылуу;сын атооч;;;;
ашатылуу;сын атооч;;;;
ашмалтай;сын атооч;;;;
аштай;сын атооч;;;;
ашталуу;сын атооч;;;;
ашталуу;сын атооч;;;;
аштамалуу;сын атооч;;;;
ашырылуу;сын атооч;;;;
аяздуу;сын атооч;;;;
аякталуу;сын атооч;;;;
аялдуу;сын атооч;;;;
аӊдуу;сын атооч;;;;
аӊдуу;сын атооч;;;;
аӊдуу;сын атооч;;;;
аӊ-сезимдүү;сын атооч;;;;
аӊтарылуу;сын атооч;;;;
баамдуу;сын атооч;;;;
баатырдуу;сын атооч;;;;
багытталуу;сын атооч;;;;
багышталуу;сын атооч;;;;
байгелүү;сын атооч;;;;
байкалуу;сын атооч;;;;
байланыштырылуу;сын атооч;;;;
баймалуу;сын атооч;;;;
байсалдуу;сын атооч;;;;
байымдуу;сын атооч;;;;
бакалдуу;сын атооч;;;;
бакандай;сын атооч;;;;
бакчалуу;сын атооч;;;;
бала-бакыралуу;сын атооч;;;;
балаканалуу;сын атооч;;;;
балатай;сын атооч;;;;
бала-чакалуу;сын атооч;;;;
балгындуу;сын атооч;;;;
балдарлуу;сын атооч;;;;
балканактай;сын атооч;;;;
балпаӊдуу;сын атооч;;;;
балтай-шалтай;сын атооч;;;;
балталуу;сын атооч;;;;
балтырлуу;сын атооч;;;;
балырлуу;сын атооч;;;;
бапестелүү;сын атооч;;;;
бапиктелүү;сын атооч;;;;
бапталуу;сын атооч;;;;
бараандай;сын атооч;;;;
барактлуу;сын атооч;;;;
бардуу;сын атооч;;;;
баркталуу;сын атооч;;;;
басалгалуу;сын атооч;;;;
басымдуу;сын атооч;;;;
басырылуу;сын атооч;;;;
батымдуу;сын атооч;;;;
батымдуу;сын атооч;;;;
башкарылуу;сын атооч;;;;
башталуу;сын атооч;;;;
баяналуу;сын атооч;;;;
баяндалуу;сын атооч;;;;
беделдүү;сын атооч;;;;
беделүү;сын атооч;;;;
бежеӊдүү;сын атооч;;;;
бежилдүү;сын атооч;;;;
безилдүү;сын атооч;;;;
беймазалуу;сын атооч;;;;
бейпилдүү;сын атооч;;;;
бекемделүү;сын атооч;;;;
бекилүү;сын атооч;;;;
белсемдүү;сын атооч;;;;
береселүү;сын атооч;;;;
берилүү;сын атооч;;;;
берметтей;сын атооч;;;;
берметтелүү;сын атооч;;;;
берчемдүү;сын атооч;;;;
беттелүү;сын атооч;;;;
бизиндей;сын атооч;;;;
билеселүү;сын атооч;;;;
бинтелүү;сын атооч;;;;
богоолуу;сын атооч;;;;
боёлуу;сын атооч;;;;
боёлуу;сын атооч;;;;
бомбалуу;сын атооч;;;;
боорукерлүү;сын атооч;;;;
борбуйлуу;сын атооч;;;;
бордолуу;сын атооч;;;;
бордуу;сын атооч;;;;
борколдой;сын атооч;;;;
борошолуу;сын атооч;;;;
борсолдой;сын атооч;;;;
ботой;сын атооч;;;;
бөгөлүү;сын атооч;;;;
бөгүлүү;сын атооч;;;;
бөлмөлүү;сын атооч;;;;
бөртөй-шөртөй;сын атооч;;;;
брондолуу;сын атооч;;;;
брондуу;сын атооч;;;;
брондуу;сын атооч;;;;
бугдай;сын атооч;;;;
бузулуу;сын атооч;;;;
буйдалуу;сын атооч;;;;
буйлалуу;сын атооч;;;;
булалуу;сын атооч;;;;
булуу;сын атооч;;;;
булуӊдуу;сын атооч;;;;
булчуңдуу;сын атооч;;;;
буралуу;сын атооч;;;;
бурмалуу;сын атооч;;;;
бурулуу;сын атооч;;;;
бурчулуу;сын атооч;;;;
бутакталуу;сын атооч;;;;
бутталуу;сын атооч;;;;
буулуу;сын атооч;;;;
буулуу;сын атооч;;;;
буулуу;сын атооч;;;;
бушаймандуу;сын атооч;;;;
бүгүлүү;сын атооч;;;;
бүйрүлүү;сын атооч;;;;
бүйүрмөлүү;сын атооч;;;;
бүкмөлүү;сын атооч;;;;
бүкүлүү;сын атооч;;;;
бүлдүркөндүү;сын атооч;;;;
бүлөлүү;сын атооч;;;;
бүлүү;сын атооч;;;;
бүрдүү;сын атооч;;;;
бүркөлүү;сын атооч;;;;
бүркөлүү;сын атооч;;;;
бүркүлүү;сын атооч;;;;
бүрүлүү;сын атооч;;;;
бүтөлүү;сын атооч;;;;
бүтүндөй;сын атооч;;;;
бүчүрлүү;сын атооч;;;;
быдырлуу;сын атооч;;;;
быкпырдай;сын атооч;;;;
былжырлуу;сын атооч;;;;
быткылдуу;сын атооч;;;;
бычылуу;сын атооч;;;;
бышыкталуу;сын атооч;;;;
бышылуу;сын атооч;;;;
бышырылуу;сын атооч;;;;
бээлүү;сын атооч;;;;
гармониялуу;сын атооч;;;;
гениалдуу;сын атооч;;;;
глобалдуу;сын атооч;;;;
гумандуу;сын атооч;;;;
гүлчөтай;сын атооч;;;;
даамдуу;сын атооч;;;;
дабыркайлуу;сын атооч;;;;
дайындалуу;сын атооч;;;;
далбардай;сын атооч;;;;
далилделүү;сын атооч;;;;
далилдүү;сын атооч;;;;
далылуу;сын атооч;;;;
дамалуу;сын атооч;;;;
дамелүү;сын атооч;;;;
дандуу;сын атооч;;;;
дандырдай;сын атооч;;;;
даражалуу;сын атооч;;;;
дармандуу;сын атооч;;;;
дарылуу;сын атооч;;;;
дарылуу;сын атооч;;;;
дарымдалуу;сын атооч;;;;
дасторкондуу;сын атооч;;;;
даярдалуу;сын атооч;;;;
даӊазалуу;сын атооч;;;;
даӊдуу;сын атооч;;;;
даӊкталуу;сын атооч;;;;
дегделүү;сын атооч;;;;
декларативдүү;сын атооч;;;;
декоративдүү;сын атооч;;;;
делүү;сын атооч;;;;
демделүү;сын атооч;;;;
демделүү;сын атооч;;;;
демейдегидей;сын атооч;;;;
демилгелүү;сын атооч;;;;
денелүү;сын атооч;;;;
дефектилүү;сын атооч;;;;
дипломдуу;сын атооч;;;;
дискурсивдүү;сын атооч;;;;
дифференциалдуу;сын атооч;;;;
добулдуу;сын атооч;;;;
документалдуу;сын атооч;;;;
документтелүү;сын атооч;;;;
доолдай;сын атооч;;;;
дотай;сын атооч;;;;
дөдөй;сын атооч;;;;
дөмбүлдүү;сын атооч;;;;
дубалдуу;сын атооч;;;;
дурусталуу;сын атооч;;;;
дүндүү;сын атооч;;;;
дүрбөлөӊдүү;сын атооч;;;;
дүрмөттөлүү;сын атооч;;;;
дүрмөттөлүү;сын атооч;;;;
дүӊгөлүү;сын атооч;;;;
дыгдырылуу;сын атооч;;;;
дырдай;сын атооч;;;;
жаалуу;сын атооч;;;;
жаан-чачындуу;сын атооч;;;;
жаачыдай;сын атооч;;;;
жабдуу;сын атооч;;;;
жабдыкталуу;сын атооч;;;;
жабдылуу;сын атооч;;;;
жабуулуу;сын атооч;;;;
жабырлуу;сын атооч;;;;
жагдай;сын атооч;;;;
жагдайлуу;сын атооч;;;;
жагылуу;сын атооч;;;;
жагымдуу;сын атооч;;;;
жазалуу;сын атооч;;;;
жаздалуу;сын атооч;;;;
жазылуу;сын атооч;;;;
жайгарылуу;сын атооч;;;;
жайгаштырылуу;сын атооч;;;;
жайдакталуу;сын атооч;;;;
жайкалуу;сын атооч;;;;
жакалуу;сын атооч;;;;
жакталуу;сын атооч;;;;
жактырылуу;сын атооч;;;;
жалаалуу;сын атооч;;;;
жаламалуу;сын атооч;;;;
жалаӊкычтай;сын атооч;;;;
жалбыздуу;сын атооч;;;;
жалкотой;сын атооч;;;;
жалкындуу;сын атооч;;;;
жалоондой;сын атооч;;;;
жалуу;сын атооч;;;;
жалуу;сын атооч;;;;
жамаачылуу;сын атооч;;;;
жамакталуу;сын атооч;;;;
жамалуу;сын атооч;;;;
жамандалуу;сын атооч;;;;
жамгырдуу;сын атооч;;;;
жамгырлуу;сын атооч;;;;
жамдалуу;сын атооч;;;;
жанчылуу;сын атооч;;;;
жапшырылуу;сын атооч;;;;
жапыракталуу;сын атооч;;;;
жаракалуу;сын атооч;;;;
жарамдуу;сын атооч;;;;
жаратылуу;сын атооч;;;;
жардырылуу;сын атооч;;;;
жаркындуу;сын атооч;;;;
жартылуу;сын атооч;;;;
жартымдуу;сын атооч;;;;
жарымдалуу;сын атооч;;;;
жарымдуу;сын атооч;;;;
жарытылуу;сын атооч;;;;
жарытымдуу;сын атооч;;;;
жасалгалуу;сын атооч;;;;
жасалмалуу;сын атооч;;;;
жаскакталуу;сын атооч;;;;
жаткырылуу;сын атооч;;;;
жатталуу;сын атооч;;;;
жашаӊдуу;сын атооч;;;;
жаштай;сын атооч;;;;
жашырылуу;сын атооч;;;;
жаӊжалдуу;сын атооч;;;;
жаӊылуу;сын атооч;;;;
жекендүү;сын атооч;;;;
желимдүү;сын атооч;;;;
желиндүү;сын атооч;;;;
желиндүү;сын атооч;;;;
жемелүү;сын атооч;;;;
жемирилүү;сын атооч;;;;
жердүү;сын атооч;;;;
жетектелүү;сын атооч;;;;
жетелүү;сын атооч;;;;
жешилүү;сын атооч;;;;
жеӊгетай;сын атооч;;;;
жеӊдүү;сын атооч;;;;
жеӊелүү;сын атооч;;;;
жеӊилүү;сын атооч;;;;
жеӊкетай;сын атооч;;;;
жиберилүү;сын атооч;;;;
жигердүү;сын атооч;;;;
жигерлүү;сын атооч;;;;
жижиӊдүү;сын атооч;;;;
жийделүү;сын атооч;;;;
жиликтелүү;сын атооч;;;;
жиндүү;сын атооч;;;;
жоболондуу;сын атооч;;;;
жогдорлуу;сын атооч;;;;
жоголуу;сын атооч;;;;
жогорулатылуу;сын атооч;;;;
жоготулуу;сын атооч;;;;
жойболоттой;сын атооч;;;;
жойкундалуу;сын атооч;;;;
жоктолуу;сын атооч;;;;
жолтолуу;сын атооч;;;;
жомоктолуу;сын атооч;;;;
жондуу;сын атооч;;;;
жооптолуу;сын атооч;;;;
жоордуу;сын атооч;;;;
жорулуу;сын атооч;;;;
жорумалуу;сын атооч;;;;
жорупталуу;сын атооч;;;;
жотолуу;сын атооч;;;;
жошодой;сын атооч;;;;
жошолуу;сын атооч;;;;
жошулуу;сын атооч;;;;
жоюлуу;сын атооч;;;;
жөжөлүү;сын атооч;;;;
жөлөлүү;сын атооч;;;;
жөндөлүү;сын атооч;;;;
жөндөмдүү;сын атооч;;;;
жөнөлүү;сын атооч;;;;
жөнөтүлүү;сын атооч;;;;
жөргөмлөлүү;сын атооч;;;;
жөтөлүү;сын атооч;;;;
жубардай;сын атооч;;;;
жугумдуу;сын атооч;;;;
жугумталдуу;сын атооч;;;;
жукартылуу;сын атооч;;;;
жулуу;сын атооч;;;;
жумулуу;сын атооч;;;;
жумурткалуу;сын атооч;;;;
жумшакталуу;сын атооч;;;;
жумшалуу;сын атооч;;;;
жумшартылуу;сын атооч;;;;
жупталуу;сын атооч;;;;
журдай;сын атооч;;;;
жутулуу;сын атооч;;;;
жуулуу;сын атооч;;;;
жуурулуу;сын атооч;;;;
жуушатылуу;сын атооч;;;;
жүзүмдүү;сын атооч;;;;
жыгылуу;сын атооч;;;;
жыдуу;сын атооч;;;;
жыйнакталуу;сын атооч;;;;
жыйналуу;сын атооч;;;;
жыйнатылуу;сын атооч;;;;
жыйнаштырылуу;сын атооч;;;;
жыйрылуу;сын атооч;;;;
жыйылмалуу;сын атооч;;;;
жыйынтыкталуу;сын атооч;;;;
жылаажындай;сын атооч;;;;
жылаажындуу;сын атооч;;;;
жыландуу;сын атооч;;;;
жылаӊачталуу;сын атооч;;;;
жылгалуу;сын атооч;;;;
жылдыздуу;сын атооч;;;;
жымсалдуу;сын атооч;;;;
жымырылуу;сын атооч;;;;
жыпардуу;сын атооч;;;;
жыпарлуу;сын атооч;;;;
жышылуу;сын атооч;;;;
залалдуу;сын атооч;;;;
запасталуу;сын атооч;;;;
зыяндуу;сын атооч;;;;
зээндүү;сын атооч;;;;
изоляторлуу;сын атооч;;;;
ийилүү;сын атооч;;;;
ийирилүү;сын атооч;;;;
ийкемдүү;сын атооч;;;;
иммуногендүү;сын атооч;;;;
индивидуалдуу;сын атооч;;;;
инклюзивдүү;сын атооч;;;;
инструктаждуу;сын атооч;;;;
интенсивдүү;сын атооч;;;;
инфекциялуу;сын атооч;;;;
иргелүү;сын атооч;;;;
иргилүү;сын атооч;;;;
ирделүү;сын атооч;;;;
ирдүү;сын атооч;;;;
ирендүү;сын атооч;;;;
иреттелүү;сын атооч;;;;
ириӊдүү;сын атооч;;;;
иррационалдуу;сын атооч;;;;
итей;сын атооч;;;;
ичкертилүү;сын атооч;;;;
иштетилүү;сын атооч;;;;
каалгалуу;сын атооч;;;;
каамытталуу;сын атооч;;;;
кабатталуу;сын атооч;;;;
кабылуу;сын атооч;;;;
кабырылуу;сын атооч;;;;
кагылуу;сын атооч;;;;
кагылуу;сын атооч;;;;
кадоолуу;сын атооч;;;;
кажалуу;сын атооч;;;;
кажардуу;сын атооч;;;;
кажарлуу;сын атооч;;;;
казандуу;сын атооч;;;;
казыкталуу;сын атооч;;;;
казыналуу;сын атооч;;;;
каймактай;сын атооч;;;;
кайманалуу;сын атооч;;;;
кайралуу;сын атооч;;;;
кайрылуу;сын атооч;;;;
кайрымдуу;сын атооч;;;;
кайылуу;сын атооч;;;;
кайырдуу;сын атооч;;;;
кайырлуу;сын атооч;;;;
какаардуу;сын атооч;;;;
какталуу;сын атооч;;;;
какырдуу;сын атооч;;;;
какырлуу;сын атооч;;;;
калтырылуу;сын атооч;;;;
калыӊдалуу;сын атооч;;;;
камалуу;сын атооч;;;;
камсыздалуу;сын атооч;;;;
камсыздандырылуу;сын атооч;;;;
камылгалуу;сын атооч;;;;
канжыгалуу;сын атооч;;;;
капсалаӊдуу;сын атооч;;;;
капталдуу;сын атооч;;;;
капталуу;сын атооч;;;;
караандай;сын атооч;;;;
карагандуу;сын атооч;;;;
каражатталуу;сын атооч;;;;
карамалуу;сын атооч;;;;
карамдуу;сын атооч;;;;
карасанатай;сын атооч;;;;
каратылуу;сын атооч;;;;
каргашалуу;сын атооч;;;;
каржалуу;сын атооч;;;;
каркыралуу;сын атооч;;;;
кармалуу;сын атооч;;;;
карыздуу;сын атооч;;;;
катардуу;сын атооч;;;;
катмарлуу;сын атооч;;;;
катыкталуу;сын атооч;;;;
катыштырылуу;сын атооч;;;;
каухардай;сын атооч;;;;
кашектелүү;сын атооч;;;;
каяшалуу;сын атооч;;;;
каӊдалуу;сын атооч;;;;
каӊтаргалуу;сын атооч;;;;
каӊтарылуу;сын атооч;;;;
кебелүү;сын атооч;;;;
кекээрдүү;сын атооч;;;;
кекээрлүү;сын атооч;;;;
келептелүү;сын атооч;;;;
келтирилүү;сын атооч;;;;
кемантай;сын атооч;;;;
кемердүү;сын атооч;;;;
кеңилүү;сын атооч;;;;
кепкектелүү;сын атооч;;;;
кербездүү;сын атооч;;;;
керенелүү;сын атооч;;;;
керимселдүү;сын атооч;;;;
керстендей;сын атооч;;;;
кеселдүү;сын атооч;;;;
кесимдүү;сын атооч;;;;
кетирилүү;сын атооч;;;;
кечилүү;сын атооч;;;;
кечиримдүү;сын атооч;;;;
кеӊитилүү;сын атооч;;;;
кийимдүү;сын атооч;;;;
килиттелүү;сын атооч;;;;
киргизилүү;сын атооч;;;;
кирешелүү;сын атооч;;;;
кишенделүү;сын атооч;;;;
кишендүү;сын атооч;;;;
клеткалуу;сын атооч;;;;
климатташтырылуу;сын атооч;;;;
козголоӊдуу;сын атооч;;;;
козголуу;сын атооч;;;;
козголуу;сын атооч;;;;
козулуу;сын атооч;;;;
койкалуу;сын атооч;;;;
койлуу;сын атооч;;;;
коколуу;сын атооч;;;;
коктулуу;сын атооч;;;;
колдонулуу;сын атооч;;;;
колколуу;сын атооч;;;;
коллегиялуу;сын атооч;;;;
коллективдештирилүү;сын атооч;;;;
коллективдүү;сын атооч;;;;
колоӊсолуу;сын атооч;;;;
колтой;сын атооч;;;;
колхоздоштурулуу;сын атооч;;;;
комдолуу;сын атооч;;;;
комдуу;сын атооч;;;;
комментарийлүү;сын атооч;;;;
компилятивдүү;сын атооч;;;;
комфортабелдүү;сын атооч;;;;
коноктолуу;сын атооч;;;;
конолголуу;сын атооч;;;;
консервативдүү;сын атооч;;;;
конспиративдүү;сын атооч;;;;
конструкциялуу;сын атооч;;;;
концептуалдуу;сын атооч;;;;
коогалуу;сын атооч;;;;
кооздолуу;сын атооч;;;;
коомдоштурулуу;сын атооч;;;;
кооперативдештирилүү;сын атооч;;;;
копшолуу;сын атооч;;;;
корголуу;сын атооч;;;;
кордолуу;сын атооч;;;;
кордолуу;сын атооч;;;;
кордукталуу;сын атооч;;;;
коромжулуу;сын атооч;;;;
коротулуу;сын атооч;;;;
корумдалуу;сын атооч;;;;
корумдуу;сын атооч;;;;
которулуу;сын атооч;;;;
кошмоктолуу;сын атооч;;;;
коштолуу;сын атооч;;;;
кошумчалуу;сын атооч;;;;
коюлуу;сын атооч;;;;
коӊгуроодой;сын атооч;;;;
коӊгуроолуу;сын атооч;;;;
коӊторулуу;сын атооч;;;;
көбөйтүлүү;сын атооч;;;;
көбүргөндүү;сын атооч;;;;
көгөндөлүү;сын атооч;;;;
көдөөлүү;сын атооч;;;;
көжөлүү;сын атооч;;;;
көздөлүү;сын атооч;;;;
көзөлүү;сын атооч;;;;
көйкөлүү;сын атооч;;;;
көйкөлүү;сын атооч;;;;
көктөлүү;сын атооч;;;;
көлөкөлүү;сын атооч;;;;
көлөмдүү;сын атооч;;;;
көмөрүлүү;сын атооч;;;;
көмүлүү;сын атооч;;;;
көңтөрүлүү;сын атооч;;;;
көңүлдөгүдөй;сын атооч;;;;
көңүлдүү;сын атооч;;;;
көөлүү;сын атооч;;;;
көптүрүлүү;сын атооч;;;;
көрктөлүү;сын атооч;;;;
көрсөтүлүү;сын атооч;;;;
көрүлүү;сын атооч;;;;
көрчөгөлүү;сын атооч;;;;
көсөлүү;сын атооч;;;;
көтөрүлүү;сын атооч;;;;
көтөрүмдүү;сын атооч;;;;
көчкүлүү;сын атооч;;;;
көчөттөлүү;сын атооч;;;;
көчүлүү;сын атооч;;;;
көчүртүлүү;сын атооч;;;;
көчүрүлүү;сын атооч;;;;
көшүлүү;сын атооч;;;;
кубатталуу;сын атооч;;;;
кубулуу;сын атооч;;;;
кудуу;сын атооч;;;;
кужурлуу;сын атооч;;;;
куйкумдуу;сын атооч;;;;
кулатылуу;сын атооч;;;;
кулгуналуу;сын атооч;;;;
кулпулуу;сын атооч;;;;
кулундуу;сын атооч;;;;
кумайлуу;сын атооч;;;;
кумардуу;сын атооч;;;;
кунарлуу;сын атооч;;;;
кундуздалуу;сын атооч;;;;
куралдуу;сын атооч;;;;
курбулуу;сын атооч;;;;
курбулуу;сын атооч;;;;
курдай;сын атооч;;;;
курдуу;сын атооч;;;;
курултай;сын атооч;;;;
курулуу;сын атооч;;;;
курчалуу;сын атооч;;;;
кусалуу;сын атооч;;;;
куткарылуу;сын атооч;;;;
куттукталуу;сын атооч;;;;
кутулуу;сын атооч;;;;
куугундалуу;сын атооч;;;;
куугунтукталуу;сын атооч;;;;
куудурулуу;сын атооч;;;;
куулуу;сын атооч;;;;
куурулуу;сын атооч;;;;
куушурулуу;сын атооч;;;;
куюлуу;сын атооч;;;;
куюшкандалуу;сын атооч;;;;
куюшкандуу;сын атооч;;;;
куюштурулуу;сын атооч;;;;
күбөлүү;сын атооч;;;;
күбүлүү;сын атооч;;;;
күзгүлүү;сын атооч;;;;
күзөлүү;сын атооч;;;;
күйөөлүү;сын атооч;;;;
күйпөлүү;сын атооч;;;;
күйшөлүү;сын атооч;;;;
күкүмдөлүү;сын атооч;;;;
күкүмдүү;сын атооч;;;;
күлчөтай;сын атооч;;;;
күмүштөлүү;сын атооч;;;;
күнгөйлүү;сын атооч;;;;
күндөгүдөй;сын атооч;;;;
күндүзгүдөй;сын атооч;;;;
күнөмдүү;сын атооч;;;;
күнөөлүү;сын атооч;;;;
күпсөрдөй;сын атооч;;;;
күпчөктөй;сын атооч;;;;
күргүчтөлүү;сын атооч;;;;
күрдөлдүү;сын атооч;;;;
күрмөлүү;сын атооч;;;;
күрөлүү;сын атооч;;;;
күтүлүү;сын атооч;;;;
күӊүртөлүү;сын атооч;;;;
күӊүтай;сын атооч;;;;
кызытылуу;сын атооч;;;;
кыйкымдуу;сын атооч;;;;
кыймылдуу;сын атооч;;;;
кыйналуу;сын атооч;;;;
кыйратылуу;сын атооч;;;;
кыйыкталуу;сын атооч;;;;
кыйылуу;сын атооч;;;;
кылкандуу;сын атооч;;;;
кылмышталуу;сын атооч;;;;
кымырылуу;сын атооч;;;;
кыналуу;сын атооч;;;;
кынапталуу;сын атооч;;;;
кынжылуу;сын атооч;;;;
кыпчылуу;сын атооч;;;;
кыргындалуу;сын атооч;;;;
кырдаалдуу;сын атооч;;;;
кыркылуу;сын атооч;;;;
кырчылуу;сын атооч;;;;
кыскартылуу;сын атооч;;;;
кысталуу;сын атооч;;;;
кыстарылуу;сын атооч;;;;
кыстырылуу;сын атооч;;;;
кысылуу;сын атооч;;;;
кычылуу;сын атооч;;;;
кыштатылуу;сын атооч;;;;
кыӊырылуу;сын атооч;;;;
кээрдүү;сын атооч;;;;
лакталуу;сын атооч;;;;
легалдуу;сын атооч;;;;
легендалуу;сын атооч;;;;
легендарлуу;сын атооч;;;;
легитимдүү;сын атооч;;;;
лимиттелүү;сын атооч;;;;
логикалуу;сын атооч;;;;
лоялдуу;сын атооч;;;;
мааракелүү;сын атооч;;;;
маасылуу;сын атооч;;;;
магдырдуу;сын атооч;;;;
магниттелүү;сын атооч;;;;
мадалуу;сын атооч;;;;
маданиятташтырылуу;сын атооч;;;;
мазалуу;сын атооч;;;;
мазмундуу;сын атооч;;;;
майкандалуу;сын атооч;;;;
майрамдалуу;сын атооч;;;;
майтарылуу;сын атооч;;;;
максималдуу;сын атооч;;;;
макталуу;сын атооч;;;;
малакайлуу;сын атооч;;;;
малуу;сын атооч;;;;
мандалактай;сын атооч;;;;
манектей;сын атооч;;;;
маңыздуу;сын атооч;;;;
маринаддалуу;сын атооч;;;;
мартабалуу;сын атооч;;;;
маталуу;сын атооч;;;;
материалдуу;сын атооч;;;;
матырылуу;сын атооч;;;;
машакталуу;сын атооч;;;;
маштай;сын атооч;;;;
мезгилдүү;сын атооч;;;;
мелодиялуу;сын атооч;;;;
менчиктелүү;сын атооч;;;;
менчиктештирилүү;сын атооч;;;;
металлдуу;сын атооч;;;;
метистештирилүү;сын атооч;;;;
милдеттендирилүү;сын атооч;;;;
минималдуу;сын атооч;;;;
миштектей;сын атооч;;;;
мобилдүү;сын атооч;;;;
модалуу;сын атооч;;;;
мойсолуу;сын атооч;;;;
молотой;сын атооч;;;;
молярдуу;сын атооч;;;;
моменталдуу;сын атооч;;;;
монотондуу;сын атооч;;;;
монументалдуу;сын атооч;;;;
мончоктой;сын атооч;;;;
мөмөлүү;сын атооч;;;;
мөңгүлүү;сын атооч;;;;
мөрөйлүү;сын атооч;;;;
мөртөй-мөртөй;сын атооч;;;;
музоолуу;сын атооч;;;;
музыкалаштырылуу;сын атооч;;;;
музыкалуу;сын атооч;;;;
мукабалуу;сын атооч;;;;
мукамдуу;сын атооч;;;;
мурунтукталуу;сын атооч;;;;
муунакталуу;сын атооч;;;;
мууналуу;сын атооч;;;;
мүдүрүлүү;сын атооч;;;;
